age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,join_year,join_month,join_day,last_visit_hour,last_visit_min,last_visit_sec,churn_risk_score
52,0,3,4,1,0,2,0,4,883.43,88785.76,10,716.01,0,1,1,4,1,2017,10,23,3,39,2,0
56,1,2,1,0,1,3,2,11,372.98,10144.4,5,722.32,0,1,0,1,0,2016,2,17,11,37,43,0
12,1,2,5,1,3,2,0,8,127.74,49774.07,26,1040.3,0,1,0,1,0,2016,11,28,12,6,4,1
59,0,2,4,0,3,2,0,3,267.45,69368.3,9,314.84,1,1,0,1,1,2015,11,28,5,28,47,0
37,1,3,0,0,3,2,1,15,366.73,40898.22,29,571.12,1,0,1,2,0,2015,5,14,11,6,50,1
40,1,1,0,1,1,2,1,9,30.24,3706.65,11,535.61,0,1,0,1,0,2015,4,5,13,9,31,1
24,0,0,1,1,1,1,1,6,244.87,53705.3,7,0.0,0,1,1,0,1,2015,6,6,1,11,42,0
52,1,0,0,0,3,3,2,3,37.98,31136.76,18,0.0,0,1,1,2,0,2017,11,13,22,31,25,1
18,1,3,3,0,3,0,2,16,216.12,36653.88,16,795.08,1,1,0,1,0,2017,5,15,2,41,44,0
53,0,2,1,0,3,1,0,4,1242.15,21800.39,29,608.27,1,0,1,2,0,2017,7,12,0,22,34,1
64,1,0,1,1,2,0,0,16,1470.36,22165.16,8,54.34,1,0,0,1,0,2017,9,24,0,15,38,1
40,0,1,0,0,3,3,1,5,347.78,13092.76,16,607.51,0,1,1,3,0,2016,1,30,9,48,56,1
54,0,0,4,0,3,2,0,18,129.76,9404.63,18,723.32,1,0,1,0,1,2015,5,9,3,45,11,0
57,1,1,5,0,3,1,0,13,300.59,17304.4,20,662.24,0,1,0,1,0,2016,2,7,8,30,33,1
37,1,3,1,0,0,1,1,23,45.06,9251.89,15,784.92,1,0,1,0,2,2016,10,20,23,58,46,0
55,1,1,0,0,1,2,2,16,110.98,4918.5,23,618.12,1,0,1,3,0,2017,1,30,8,35,11,1
11,0,1,1,0,0,1,1,7,224.23,9510.77,6,651.93,1,0,1,4,0,2016,7,19,13,10,16,1
13,1,0,0,1,3,2,2,10,30.62,14285.77,14,602.09,1,0,0,1,0,2017,4,16,1,21,45,1
31,0,1,5,1,1,1,0,3,62.63,32122.5,12,747.51,1,0,1,4,0,2016,10,11,22,14,33,0
58,1,2,1,1,1,2,1,7,517.56,7928.77,12,711.08,1,0,1,2,0,2015,3,26,1,18,45,0
42,0,0,2,1,3,2,0,11,288.8,3625.25,23,540.67,0,1,1,3,0,2017,1,2,8,30,43,1
40,1,1,1,1,0,3,1,10,710.4,17320.14,20,711.73,1,0,0,1,0,2015,2,22,11,39,49,1
15,1,1,2,0,1,1,1,10,1146.63,45004.72,5,0.0,1,0,0,1,0,2015,9,17,15,2,14,1
61,0,1,1,0,0,2,1,5,1103.15,46403.92,22,704.23,1,0,1,2,0,2017,10,18,16,17,2,1
11,0,0,4,1,3,2,2,10,676.35,96227.54,8,793.07,1,1,0,1,1,2015,10,21,1,57,6,0
32,0,2,3,1,0,2,2,15,126.15,21244.03,23,732.52,1,0,1,4,0,2017,9,7,10,23,28,0
59,1,1,0,1,1,1,2,14,167.96,45764.81,27,0.0,1,0,0,1,0,2015,8,13,6,34,3,1
47,0,1,5,1,0,3,1,12,32.62,8734.7,10,771.81,0,1,1,3,0,2016,5,20,4,58,13,0
11,0,0,4,0,3,1,1,12,278.72,73212.72,7,773.38,1,0,0,1,1,2016,2,26,22,4,15,0
25,1,2,2,1,0,2,0,20,347.61,15827.96,18,527.05,1,1,0,1,0,2017,5,5,18,9,36,1
41,1,1,3,0,1,2,0,22,245.86,61812.86,17,825.23,1,0,1,4,1,2015,7,7,13,49,34,0
33,0,0,3,0,3,3,0,11,241.28,16785.31,24,712.25,0,1,0,1,0,2017,5,3,22,16,18,0
46,1,1,3,1,0,1,2,20,131.06,4008.59,22,772.81,0,1,1,3,0,2017,2,4,11,32,11,0
50,1,0,2,0,1,3,2,20,313.49,46005.98,6,573.52,0,1,0,1,0,2017,7,12,4,51,51,1
33,0,1,2,1,0,1,2,11,109.19,24369.66,16,544.02,1,0,1,4,0,2017,10,30,5,10,19,1
32,1,3,4,1,1,1,2,4,821.92,6063.06,12,791.02,0,1,1,4,1,2016,8,3,12,52,56,0
29,1,3,2,0,3,3,0,3,144.96,30451.04,25,635.49,0,1,1,3,2,2017,12,18,21,43,21,1
42,1,1,1,0,1,0,1,12,446.98,41064.64,8,776.87,1,0,0,1,0,2016,5,13,23,58,0,0
62,0,1,5,0,0,3,2,19,83.98,6304.04,14,602.96,0,1,1,2,0,2015,7,27,18,24,33,1
32,0,3,3,1,3,1,2,17,244.82,8554.56,17,756.21,0,1,1,4,1,2016,11,1,21,55,12,0
27,1,0,1,0,0,2,0,8,400.98,14886.15,11,847.02,1,0,1,3,1,2015,3,18,19,29,55,0
15,0,2,3,0,1,2,2,23,137.9,51184.38,10,777.55,1,0,1,3,1,2015,7,19,9,7,39,0
52,1,2,1,0,3,0,0,6,250.16,40201.35,26,1023.92,1,0,1,3,0,2017,9,10,0,44,9,0
37,0,0,1,1,3,2,2,10,286.31,41218.59,20,755.62,0,1,1,4,0,2016,5,23,15,58,56,0
12,0,2,0,1,0,2,1,21,93.27,46230.28,5,673.08,1,0,1,0,0,2016,3,11,21,31,41,1
46,1,3,4,1,1,2,1,15,148.17,97384.28,15,814.22,0,1,1,2,1,2017,3,28,15,32,8,0
30,0,0,3,1,0,1,2,9,212.7,30899.81,7,712.68,1,0,0,1,0,2017,10,6,7,24,3,0
26,1,1,0,1,3,0,2,7,712.41,26041.88,8,1177.61,1,0,1,3,2,2017,2,20,20,18,43,1
33,1,1,0,1,1,3,1,18,911.76,13857.15,13,714.91,1,1,0,1,0,2017,3,21,23,1,13,1
60,1,0,2,1,1,0,0,8,591.35,34059.96,8,638.99,0,1,1,3,0,2015,6,11,21,38,16,1
23,1,3,4,1,3,1,2,14,129.26,7074.53,21,760.08,1,0,1,0,0,2015,11,30,3,4,9,0
39,1,0,5,0,1,3,1,10,125.26,8631.53,22,719.71,0,1,0,1,0,2016,4,25,2,3,31,0
21,1,3,2,0,1,2,1,7,31.57,29919.64,22,514.49,1,0,1,3,0,2016,8,11,22,36,21,1
22,1,3,0,0,0,1,1,5,244.45,2098.66,21,679.91,1,0,0,1,0,2016,6,18,6,31,23,1
64,0,1,4,0,1,1,1,10,791.37,32432.74,28,723.07,1,0,0,1,0,2015,4,24,1,18,7,0
42,1,0,3,0,3,2,0,10,318.13,6393.82,21,721.68,1,1,1,0,0,2016,2,3,15,39,42,0
60,1,1,5,1,3,0,2,6,558.78,46806.83,25,0.0,1,1,1,3,0,2015,10,13,15,58,18,1
52,1,0,3,1,3,1,1,8,856.35,9062.45,28,740.5,1,1,1,3,0,2017,9,25,15,20,52,0
10,0,1,2,1,1,2,0,14,30.89,9802.2,7,603.46,0,1,0,1,0,2015,11,27,11,6,1,1
34,0,3,2,0,0,2,1,7,407.17,46738.29,15,526.58,0,1,1,0,0,2017,9,9,9,4,54,0
45,0,3,4,0,0,2,0,16,136.14,43663.89,7,835.08,0,1,1,2,1,2016,5,14,12,0,9,0
51,1,2,5,0,1,1,2,16,1141.4,18640.76,12,699.18,0,1,1,3,0,2015,2,12,0,0,15,0
56,0,3,5,0,0,2,1,11,98.8,47480.21,12,0.0,0,1,1,4,0,2016,1,21,15,59,52,0
19,0,1,3,1,3,3,1,12,273.66,48714.89,11,0.0,1,0,0,1,0,2016,2,17,8,39,48,0
51,1,3,5,0,3,3,2,10,319.59,47199.5,27,710.76,1,1,1,0,0,2016,3,29,13,34,15,1
50,0,1,4,0,0,2,0,16,61.31,28159.96,9,1189.59,1,0,1,2,0,2017,10,18,13,54,24,0
59,0,1,1,0,0,2,1,6,33.55,29645.31,27,747.08,0,1,1,4,0,2015,9,25,11,11,49,0
35,0,0,5,0,1,1,1,14,193.72,46548.95,16,735.39,1,0,0,1,1,2017,12,18,20,48,25,0
15,1,1,1,1,0,1,1,15,929.1,44339.77,12,762.48,0,1,0,1,0,2016,10,9,15,21,56,0
19,0,0,4,1,0,1,2,18,113.99,34730.98,5,828.68,1,0,1,2,1,2015,2,18,16,33,7,0
16,1,0,2,1,1,0,2,14,613.19,12249.17,5,639.85,1,0,0,1,0,2015,7,30,3,13,6,1
18,0,0,4,0,3,1,1,21,123.25,8257.89,26,779.45,1,0,0,1,0,2015,10,23,10,43,34,0
10,1,3,5,0,3,1,0,4,482.96,32605.78,15,713.41,1,0,1,3,0,2016,12,3,7,21,59,1
31,0,3,2,0,1,2,1,15,400.65,21368.95,5,547.49,1,0,1,2,0,2015,6,20,4,54,19,1
62,1,3,0,0,3,1,0,7,315.78,8931.85,14,0.0,1,0,0,1,0,2017,11,2,21,9,38,1
34,0,1,0,1,1,1,0,6,584.3,26190.25,13,0.0,1,0,1,3,0,2017,4,15,8,5,4,1
40,0,2,5,1,1,1,0,8,197.94,42158.16,7,642.56,1,0,1,0,0,2016,2,15,16,50,18,1
59,0,2,1,0,0,1,2,14,229.86,56061.74,18,0.0,0,1,0,1,1,2016,8,22,12,18,44,0
22,1,2,5,0,0,2,1,11,205.73,16937.49,11,467.46,0,1,0,1,0,2015,5,2,1,21,32,0
34,1,0,0,0,1,0,0,13,366.89,13578.47,26,1008.55,1,1,0,1,0,2017,2,21,11,15,35,1
64,0,0,3,1,0,1,0,15,32.52,48990.25,3,725.75,0,1,1,0,1,2015,12,7,16,54,59,0
26,0,1,3,1,1,1,0,5,124.12,1574.82,5,1254.33,0,1,0,1,2,2017,4,20,14,52,39,0
42,0,0,4,0,3,3,1,20,159.88,48938.77,5,1105.54,1,0,0,1,0,2015,6,27,1,22,41,0
35,1,1,5,0,0,3,1,6,497.28,11253.45,20,650.61,1,1,1,2,0,2017,8,22,11,44,33,1
38,1,0,3,0,1,2,0,14,404.79,3995.25,19,704.74,1,0,0,1,0,2016,2,2,19,55,47,0
10,1,2,2,0,3,1,2,13,182.31,38370.18,5,544.96,1,0,1,2,0,2016,6,25,11,48,43,1
27,0,0,0,1,0,2,0,20,231.6,36939.26,26,514.94,0,1,0,1,0,2015,9,18,13,15,38,1
52,1,0,3,0,0,1,2,21,655.76,45487.78,5,765.56,1,0,0,1,2,2015,10,30,3,3,52,0
33,0,0,1,1,0,1,1,10,109.56,76098.14,26,833.31,0,1,1,0,1,2015,10,29,15,43,45,0
57,0,1,0,0,0,2,0,13,358.57,26612.66,8,516.53,1,1,0,1,0,2016,1,1,13,34,52,1
36,0,1,4,0,0,1,0,5,276.53,58279.9,4,733.9,1,0,1,3,1,2017,10,20,10,28,32,0
23,1,0,1,1,3,1,1,9,545.16,8904.85,28,704.0,1,1,0,1,0,2015,10,13,1,34,11,1
18,1,1,2,0,1,2,0,3,992.66,28819.95,23,158.66,1,0,1,2,0,2017,6,7,7,22,2,1
17,0,3,2,1,0,2,2,17,239.81,26539.95,25,647.17,1,0,0,1,2,2015,7,30,9,4,0,1
52,0,0,1,0,0,1,1,13,117.17,89308.18,14,782.71,1,0,1,2,1,2017,9,4,4,42,2,0
18,0,0,1,0,3,2,1,14,1242.79,5297.22,13,391.37,1,0,1,4,0,2017,11,29,11,12,23,0
16,1,0,4,0,3,2,0,17,173.69,23176.46,29,770.74,1,0,1,2,2,2017,5,22,21,32,27,0
37,0,0,1,0,1,1,1,16,475.77,34949.68,6,717.83,1,1,1,0,2,2016,5,22,4,57,54,0
13,1,3,5,0,3,3,2,7,150.23,46890.08,15,0.0,1,0,0,1,0,2017,4,29,8,13,19,1
46,0,2,4,0,0,1,2,12,305.68,57585.44,12,772.12,1,0,1,4,1,2016,1,11,16,1,41,0
25,0,1,2,1,0,2,0,22,717.14,3770.73,27,814.92,1,0,0,1,0,2017,12,20,7,8,49,1
48,0,3,2,0,1,2,1,15,141.22,41226.96,11,694.58,1,0,0,1,0,2015,9,4,22,38,16,1
61,1,2,5,1,0,3,0,13,84.42,49898.91,5,735.63,1,0,1,0,0,2017,1,21,1,39,28,0
18,0,1,5,0,0,1,0,23,884.93,15298.5,11,655.73,1,0,1,0,0,2017,6,19,22,57,42,1
48,0,0,1,1,3,0,1,12,1003.31,48808.46,14,640.78,1,0,0,1,0,2017,11,13,16,54,31,1
34,0,1,1,0,1,1,1,18,32.48,2178.57,6,1043.9,1,0,0,1,2,2016,9,22,0,34,2,1
47,1,0,4,0,1,2,1,16,180.98,13882.7,21,766.05,0,1,0,1,0,2017,4,26,15,39,1,0
34,0,1,0,0,3,2,0,10,95.88,41460.73,5,601.57,0,1,1,0,0,2017,4,20,11,42,10,1
12,1,1,1,1,1,0,2,21,222.37,87655.56,11,776.52,1,1,0,1,1,2015,7,4,23,8,2,0
46,1,1,0,0,0,1,0,18,49.91,40302.13,28,523.72,0,1,0,1,2,2016,11,26,1,16,37,1
23,0,0,5,1,1,3,1,20,170.09,18016.81,18,743.1,1,0,1,0,0,2015,9,25,0,3,10,0
15,0,0,2,1,0,0,2,15,439.05,48136.16,24,674.24,1,0,1,4,0,2016,10,14,11,4,45,1
37,1,2,2,0,0,2,2,12,31.99,4535.68,10,0.0,1,0,0,1,0,2017,1,8,6,48,33,1
10,0,0,2,0,3,3,2,7,453.7,2553.81,12,562.85,1,1,0,1,0,2017,5,15,2,22,57,1
26,0,0,0,0,0,3,1,25,363.32,33930.93,25,675.32,1,1,0,1,0,2017,10,7,9,1,32,1
36,0,0,3,1,0,0,0,19,200.55,20183.27,9,787.69,1,1,1,3,0,2017,9,29,4,55,1,0
43,0,2,1,1,1,0,0,12,201.46,30250.71,28,639.48,1,0,0,1,0,2017,4,6,12,14,56,1
39,0,1,2,1,0,1,0,15,596.33,5680.77,15,609.58,1,1,0,1,0,2016,8,3,11,10,2,1
14,0,1,3,1,0,1,0,16,31.1,18316.32,14,1103.77,0,1,0,1,0,2016,1,22,16,18,9,0
59,1,0,4,1,1,1,1,13,32.44,25070.8,22,0.0,0,1,1,0,0,2015,11,23,17,28,19,0
20,0,1,5,0,3,0,0,21,423.12,17818.18,21,704.77,0,1,0,1,0,2016,5,8,0,14,45,1
39,0,1,2,0,3,1,2,2,1123.45,16659.92,16,660.92,0,1,1,4,0,2015,2,20,16,14,54,1
44,0,2,0,1,0,1,2,13,211.08,6083.38,11,544.79,0,1,0,1,0,2016,9,16,12,56,2,1
51,0,3,3,0,3,2,2,21,77.67,11827.2,9,0.0,0,1,1,2,0,2016,8,30,2,34,15,0
25,1,3,0,0,3,2,0,16,144.86,29630.87,21,609.05,0,1,0,1,0,2016,8,5,2,40,28,1
34,0,0,4,1,3,1,0,5,151.09,23037.37,10,0.0,1,0,0,1,1,2016,3,19,18,29,45,0
32,0,1,3,0,3,2,0,8,244.52,21171.69,13,762.62,1,1,0,1,2,2016,6,2,22,54,56,0
25,0,0,3,0,1,2,1,21,1071.1,59820.17,5,1249.88,1,0,1,3,1,2017,7,7,22,52,55,0
12,1,0,2,1,0,2,0,6,81.19,39079.91,12,673.09,0,1,0,1,0,2017,2,12,3,17,55,1
29,1,1,5,1,1,2,1,18,991.36,33452.56,25,1066.93,1,0,1,3,0,2017,12,13,22,26,2,0
22,0,0,3,1,1,1,2,6,93.85,47068.59,17,704.69,0,1,0,1,0,2017,2,5,14,17,35,0
62,0,1,3,0,0,1,2,17,103.54,26206.91,16,772.72,0,1,0,1,2,2017,2,24,19,13,55,0
32,1,1,0,1,0,2,2,13,30.06,21476.96,9,655.18,1,0,1,0,0,2016,3,21,14,32,16,1
50,0,1,5,0,0,2,1,16,958.6,11949.99,26,486.97,1,1,0,1,0,2016,12,17,13,49,11,0
51,1,1,4,0,0,1,1,14,94.63,1988.29,11,793.84,1,0,1,2,1,2015,9,18,3,5,26,0
52,0,0,0,1,1,2,0,15,1141.35,12013.43,24,687.33,1,0,0,1,0,2016,1,19,1,44,33,0
14,0,1,0,0,1,0,1,8,300.99,43910.01,10,1004.07,1,1,1,3,0,2017,4,11,8,31,7,1
55,0,0,1,1,0,2,2,10,170.9,21636.86,19,728.21,0,1,1,0,0,2017,6,13,6,26,39,0
44,1,1,0,1,1,1,0,22,94.3,20559.11,14,676.51,0,1,0,1,0,2016,9,3,22,15,22,1
10,1,1,2,0,0,2,0,16,85.81,8632.18,6,622.71,1,0,0,1,0,2015,4,6,20,4,52,1
46,0,3,4,1,3,1,1,14,54.99,21131.39,6,827.13,1,0,1,2,1,2016,6,29,12,17,35,0
61,1,0,1,1,1,2,1,16,1270.89,46853.86,6,797.38,0,1,1,0,0,2017,2,5,10,24,47,0
57,0,3,5,1,2,1,2,8,52.54,26949.53,28,732.26,1,0,1,0,2,2017,12,23,8,36,35,0
56,1,1,2,1,3,2,0,7,128.36,1888.07,26,636.54,1,0,0,1,0,2017,1,21,3,38,9,1
48,0,1,3,1,3,1,1,18,38.99,40563.08,16,732.61,0,1,1,4,0,2015,12,22,9,3,57,0
39,1,1,2,1,0,1,2,13,62.24,42534.17,50,687.33,0,1,1,0,0,2015,9,26,8,39,51,1
41,0,2,3,0,0,1,2,8,45.03,15233.82,15,823.82,0,1,1,3,1,2016,9,8,21,56,39,0
25,1,0,4,1,1,1,2,5,71.92,48399.79,13,729.52,0,1,1,2,1,2015,10,10,10,59,42,0
38,1,1,5,1,0,3,1,2,51.59,14283.67,23,621.8,1,0,0,1,0,2017,10,28,22,53,35,0
23,1,2,0,0,3,2,1,8,451.62,25076.0,8,617.94,1,0,1,3,2,2016,8,27,15,34,49,1
12,0,0,1,1,3,1,2,13,270.46,15641.75,13,757.03,1,1,0,1,1,2016,8,23,3,7,20,0
58,1,3,2,1,1,0,2,9,911.93,37645.91,10,640.58,1,0,1,4,0,2016,11,6,12,24,57,1
32,0,1,1,0,3,1,0,15,93.48,41706.3,14,771.01,0,1,1,3,0,2015,5,26,18,57,40,0
10,0,1,3,1,1,1,0,14,2144.4,53571.92,14,0.0,0,1,0,1,1,2016,11,29,12,17,45,0
20,1,1,3,0,3,0,2,7,416.15,80328.98,13,817.24,1,0,0,1,1,2017,3,26,16,18,22,0
14,1,0,1,1,0,2,1,11,72.35,11987.08,26,758.68,1,0,1,4,0,2016,5,27,8,26,33,0
31,1,2,4,1,3,2,2,12,53.59,4157.2,6,739.84,0,1,0,1,2,2015,7,23,19,20,48,0
12,1,1,4,1,1,1,2,11,151.99,24109.58,41,280.53,1,0,0,1,0,2017,10,13,4,12,50,0
24,0,1,5,0,0,2,1,13,82.92,57056.16,8,759.67,0,1,1,3,1,2017,7,7,5,18,48,0
12,1,0,0,0,3,2,0,12,467.25,29230.41,14,633.19,0,1,1,2,2,2015,9,30,17,56,54,1
38,0,3,2,1,0,2,2,10,543.55,20805.98,15,551.85,1,0,0,1,0,2016,6,3,13,35,42,1
53,1,0,0,0,3,1,1,19,89.61,30064.56,21,575.9,0,1,0,1,0,2015,9,17,18,11,43,1
19,0,1,1,0,1,1,0,13,211.24,71084.99,9,718.9,1,1,1,0,1,2015,6,17,7,31,13,0
57,1,0,3,0,3,1,2,11,45.21,21667.82,27,734.4,0,1,0,1,0,2016,6,12,23,56,49,0
46,1,1,5,1,0,3,1,5,526.69,45615.52,25,642.48,1,0,0,1,0,2017,6,26,15,42,3,1
16,1,1,1,1,3,0,0,6,409.46,30391.43,19,780.64,0,1,0,1,1,2015,5,27,0,36,16,0
37,0,1,0,1,3,2,1,16,126.77,32243.7,19,580.74,1,0,0,1,0,2016,6,5,17,8,49,1
59,0,1,3,0,3,1,0,2,259.37,21858.45,10,724.75,1,1,1,4,0,2015,4,22,0,27,26,0
29,0,1,5,1,3,1,0,7,36.7,1659.82,27,655.91,1,0,0,1,0,2016,3,26,18,46,23,1
31,1,0,5,0,3,2,1,9,771.54,21122.06,9,793.07,0,1,0,1,0,2015,3,3,21,8,30,0
50,0,3,5,1,1,1,0,3,178.17,25157.64,21,1094.21,1,0,1,3,0,2015,12,26,18,10,58,1
22,0,1,2,1,1,1,1,14,519.88,47884.23,26,0.0,1,1,0,1,0,2015,6,19,16,32,15,1
45,1,0,2,1,3,2,2,16,785.15,22830.69,22,0.0,1,0,1,2,0,2015,1,15,17,58,7,1
51,1,0,1,0,1,2,0,21,35.03,25369.11,6,745.12,0,1,1,2,2,2015,11,17,22,51,36,0
19,1,0,1,0,1,2,0,13,215.91,19161.48,12,0.0,0,1,0,1,0,2015,7,7,2,29,35,0
13,0,1,1,0,3,2,1,16,1311.59,35044.32,29,622.98,1,0,1,3,0,2015,12,29,15,21,27,1
46,0,3,4,0,3,2,0,7,467.51,42844.96,17,0.0,0,1,0,1,1,2016,11,8,8,33,23,0
11,0,1,0,0,1,1,0,2,825.97,3363.35,31,0.0,1,0,0,1,0,2015,12,15,2,55,21,1
13,1,0,3,0,0,2,1,18,422.52,4672.02,27,220.73,1,1,1,4,0,2015,3,28,19,18,31,0
52,0,0,0,0,0,2,1,4,33.25,14676.25,23,688.75,1,0,0,1,0,2017,7,3,22,24,24,1
15,0,0,5,1,1,1,1,8,354.28,36270.21,8,753.11,0,1,1,2,0,2017,1,18,13,32,2,0
51,1,0,4,0,1,1,0,11,235.51,41531.11,26,704.52,0,1,1,4,2,2016,6,4,10,37,46,0
43,1,0,1,1,3,2,1,15,116.53,37114.53,16,753.82,0,1,0,1,0,2017,10,3,18,5,39,0
56,1,1,5,1,3,1,0,11,34.88,42393.93,29,769.44,1,0,0,1,0,2016,10,27,2,13,31,0
37,0,1,2,0,0,1,1,1,188.05,8353.4,1,697.95,1,0,0,1,0,2016,4,17,17,20,13,1
54,1,3,2,0,0,2,1,22,88.89,25248.32,20,703.43,0,1,0,1,0,2015,10,29,20,18,42,1
52,1,1,0,1,1,2,1,11,348.31,1149.51,12,605.28,1,0,0,1,0,2015,6,24,22,40,52,1
64,1,3,3,1,1,3,0,19,96.27,12996.11,14,716.01,0,1,1,0,2,2017,5,23,9,33,12,0
64,1,1,2,1,1,0,2,13,499.62,14047.78,19,613.91,1,0,0,1,0,2017,12,29,1,42,32,1
21,1,1,5,1,0,1,0,18,108.65,7603.75,13,636.14,1,0,0,1,2,2017,10,20,17,50,8,1
50,1,1,2,1,0,1,1,12,138.84,5255.91,17,660.58,1,0,1,2,2,2016,7,8,0,12,16,1
47,0,1,2,1,1,2,0,3,381.11,42615.63,8,625.15,1,0,1,0,0,2016,9,2,9,51,40,1
42,1,1,0,0,1,0,2,17,307.45,10782.44,6,184.48,1,1,1,2,0,2017,6,21,3,25,53,1
14,0,0,3,0,1,1,0,19,53.84,5293.92,9,765.36,1,0,0,1,1,2015,12,31,10,19,6,0
53,0,3,2,1,1,3,2,4,81.84,36080.67,18,552.95,0,1,0,1,0,2015,1,10,0,17,41,1
37,0,3,4,0,0,2,2,13,1004.18,23272.01,7,831.77,1,0,1,4,1,2017,7,2,20,12,40,0
24,0,1,1,0,3,1,0,18,411.66,30442.54,21,0.0,1,1,0,1,0,2016,10,13,17,59,51,0
44,1,0,2,0,3,2,2,4,263.13,24610.94,9,526.76,0,1,0,1,0,2017,3,5,10,55,47,1
49,1,2,3,1,1,2,2,14,32.04,49049.53,22,782.86,1,0,0,1,0,2017,8,3,4,23,4,0
59,0,2,1,1,3,3,0,7,42.83,14948.28,11,805.5,1,0,1,4,1,2016,1,13,10,4,41,0
64,1,0,0,1,0,3,2,15,656.87,23024.55,22,697.84,1,0,1,0,0,2017,3,4,5,51,24,1
37,1,0,1,0,1,1,2,16,321.09,45881.52,18,1106.76,1,1,1,0,0,2015,4,11,15,33,42,1
29,1,1,4,0,1,2,0,3,61.87,86641.37,15,770.08,0,1,0,1,1,2016,3,27,2,55,53,0
23,0,1,3,0,1,1,0,6,169.17,54150.18,17,774.75,0,1,1,4,1,2016,7,5,18,27,19,0
37,1,1,0,0,3,1,0,7,91.28,25576.54,23,636.56,0,1,1,2,0,2015,8,21,0,51,54,1
44,1,1,3,1,3,1,2,18,31.14,48055.1,6,764.0,1,0,0,1,0,2015,11,30,17,15,19,0
34,0,0,5,0,1,1,1,22,235.53,7505.6,17,716.71,0,1,0,1,0,2016,8,1,2,19,52,1
41,0,0,5,1,3,2,2,13,31.29,47679.99,29,645.29,1,0,1,4,0,2016,2,22,5,30,2,1
58,1,1,2,0,3,1,1,19,145.8,37394.0,16,657.84,0,1,0,1,0,2015,12,27,0,38,44,0
43,0,1,0,1,0,0,2,7,412.23,38311.06,15,623.89,1,0,0,1,2,2015,11,10,17,32,40,1
63,0,1,0,0,1,2,1,17,244.23,5082.07,14,654.37,1,1,1,0,0,2015,7,31,6,56,9,1
62,0,0,5,0,3,2,1,3,179.59,47874.9,6,1379.22,0,1,1,4,0,2017,10,18,22,16,44,1
34,1,1,3,1,3,3,0,11,144.33,39977.91,11,0.0,1,0,1,0,0,2017,12,18,4,39,34,0
49,1,1,2,0,3,2,2,15,30.87,44943.11,6,199.76,1,0,0,1,0,2015,3,24,9,23,46,1
10,1,1,1,0,0,1,1,16,68.59,15825.36,25,626.04,0,1,1,2,0,2016,3,6,12,57,21,1
49,0,0,1,0,0,3,0,21,325.66,17887.2,9,664.99,1,1,1,4,0,2015,7,31,1,8,49,1
51,1,2,2,0,0,2,1,15,1095.51,31241.31,14,0.0,0,1,1,2,0,2017,8,17,0,30,0,1
16,0,0,1,0,1,2,0,4,111.49,31854.74,20,621.93,1,0,1,4,2,2015,7,16,15,55,12,1
31,0,3,1,1,1,1,0,13,898.62,57165.88,8,740.9,0,1,0,1,1,2017,1,26,4,50,26,0
19,1,0,4,0,0,2,1,22,146.56,40676.11,14,1239.98,0,1,0,1,0,2017,8,5,17,18,46,0
16,1,0,4,0,3,2,0,12,31.73,62180.74,12,802.98,0,1,0,1,1,2017,12,4,19,56,36,0
50,1,1,5,1,1,1,1,14,95.41,15578.61,14,685.84,1,0,1,0,0,2015,4,22,2,18,57,1
13,0,0,5,1,3,2,0,16,62.08,44830.06,20,658.9,0,1,0,1,0,2016,2,10,4,25,16,1
17,0,3,5,1,1,2,0,20,1390.24,5446.26,26,724.65,0,1,1,2,0,2016,9,10,18,7,21,0
35,1,0,1,1,3,2,1,19,237.83,32701.86,29,0.0,1,0,0,1,0,2017,10,6,7,4,15,1
31,0,2,0,0,3,1,2,12,210.56,22104.69,12,0.0,0,1,0,1,0,2015,5,19,17,53,6,1
56,1,3,1,0,3,3,2,5,276.39,29734.75,14,463.11,1,0,0,1,0,2017,6,1,4,4,23,0
31,0,0,3,1,0,3,0,4,1406.77,21986.89,14,760.58,1,0,1,4,0,2016,4,1,11,16,27,0
62,1,1,5,0,1,0,1,2,434.26,41385.78,24,727.0,1,1,0,1,0,2015,6,1,22,3,50,0
46,1,0,0,0,1,2,0,1,61.59,13350.04,22,660.28,0,1,1,4,0,2016,9,5,1,17,49,1
26,0,1,5,1,1,1,0,8,66.97,3311.86,15,645.53,1,0,0,1,0,2017,10,23,13,35,5,1
17,1,1,3,1,1,2,2,13,46.51,17982.54,4,787.51,0,1,0,1,0,2015,9,21,20,36,48,0
29,1,2,2,0,1,1,0,9,1073.8,34339.08,19,639.63,1,0,1,0,0,2015,1,15,6,47,14,1
29,1,0,2,0,3,1,0,9,45.86,16856.61,10,603.1,0,1,0,1,0,2015,9,17,18,56,55,1
48,1,0,3,0,1,0,0,13,253.19,10260.59,17,748.44,0,1,1,0,0,2016,3,6,23,57,4,0
57,1,1,4,0,1,2,2,16,180.5,1021.41,8,762.75,0,1,0,1,2,2015,5,28,8,0,39,0
29,1,0,3,0,3,1,2,21,334.57,3286.71,22,781.3,1,1,1,3,0,2017,4,4,1,7,32,0
17,1,2,0,1,3,3,0,20,134.72,3445.56,27,526.74,1,0,0,1,2,2016,2,20,19,17,15,1
